<Header>
User name: 
Location: 
Model: 1.109
Serial No.: 9G100048
Firmware revision: 12.30E
Software revision: 5-1 Rev IV (12-04-2017)
Unit: ug/m3
C-factor: 1.00
Comment: 
online data
<Data>
[d&t12/31/2035 11:50:55 AM]	PM10 [ug/m3]	PM2.5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
2/12/2019 12:25:34 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:25:40 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:25:46 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:25:52 PM	3.8	3.8	3.7	3.8	3.8	3.8
2/12/2019 12:25:58 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:26:04 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:26:10 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:26:16 PM	4.6	4.4	3.8	4.6	4.6	4.5
2/12/2019 12:26:22 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:26:28 PM	3.8	3.8	3.6	3.8	3.8	3.8
2/12/2019 12:26:34 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:26:40 PM	3.5	3.5	3.5	3.5	3.5	3.5
2/12/2019 12:26:46 PM	3.5	3.5	3.5	3.5	3.5	3.5
2/12/2019 12:26:52 PM	3.9	3.9	3.7	3.9	3.9	3.9
2/12/2019 12:26:58 PM	5.4	5.1	3.9	5.4	5.4	5.2
2/12/2019 12:27:04 PM	5.3	4.5	4.0	5.3	5.3	4.8
2/12/2019 12:27:10 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:27:16 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:27:22 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:27:28 PM	6.4	4.3	3.9	6.4	6.3	4.9
2/12/2019 12:27:34 PM	5.5	5.0	3.8	5.5	5.5	5.2
2/12/2019 12:27:40 PM	4.4	4.3	3.8	4.4	4.4	4.4
2/12/2019 12:27:46 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:27:52 PM	4.4	4.4	3.9	4.4	4.4	4.4
2/12/2019 12:27:58 PM	5.3	4.4	3.9	5.3	5.3	4.8
2/12/2019 12:28:04 PM	3.9	3.9	3.8	3.9	3.9	3.9
2/12/2019 12:28:10 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:28:16 PM	3.8	3.8	3.7	3.8	3.8	3.8
2/12/2019 12:28:22 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:28:28 PM	3.5	3.5	3.5	3.5	3.5	3.5
2/12/2019 12:28:34 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:28:40 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:28:46 PM	3.5	3.5	3.5	3.5	3.5	3.5
2/12/2019 12:28:52 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:28:58 PM	3.5	3.5	3.5	3.5	3.5	3.5
2/12/2019 12:29:04 PM	6.3	4.6	3.9	6.3	6.3	5.0
2/12/2019 12:29:10 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:29:16 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:29:22 PM	4.3	4.2	3.8	4.3	4.3	4.3
2/12/2019 12:29:28 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:29:34 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:29:40 PM	3.8	3.8	3.6	3.8	3.8	3.8
2/12/2019 12:29:46 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:29:52 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:29:58 PM	3.5	3.5	3.5	3.5	3.5	3.5
2/12/2019 12:30:04 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:30:10 PM	3.8	3.8	3.7	3.8	3.8	3.8
2/12/2019 12:30:16 PM	4.9	4.7	3.7	4.9	4.9	4.8
2/12/2019 12:30:22 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:30:28 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:30:34 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:30:40 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:30:46 PM	3.5	3.5	3.5	3.5	3.5	3.5
2/12/2019 12:30:52 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:30:58 PM	4.0	3.9	3.5	4.0	4.0	3.9
2/12/2019 12:31:04 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:31:10 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:31:16 PM	3.9	3.9	3.7	3.9	3.9	3.9
2/12/2019 12:31:22 PM	4.1	4.0	3.4	4.1	4.1	4.0
2/12/2019 12:31:28 PM	4.6	4.5	3.6	4.6	4.6	4.5
2/12/2019 12:31:34 PM	3.8	3.8	3.4	3.8	3.8	3.8
2/12/2019 12:31:40 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:31:46 PM	5.5	4.5	4.0	5.5	5.5	5.0
2/12/2019 12:31:52 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:31:58 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:32:04 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:32:10 PM	3.5	3.5	3.5	3.5	3.5	3.5
2/12/2019 12:32:16 PM	3.9	3.9	3.7	3.9	3.9	3.9
2/12/2019 12:32:22 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:32:28 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:32:34 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:32:40 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:32:46 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:32:52 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:32:58 PM	5.3	5.0	3.8	5.3	5.3	5.1
2/12/2019 12:33:04 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:33:10 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:33:16 PM	4.5	4.4	3.8	4.5	4.5	4.4
2/12/2019 12:33:22 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:33:28 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:33:34 PM	4.0	4.0	3.9	4.0	4.0	4.0
2/12/2019 12:33:40 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:33:46 PM	4.5	4.4	3.9	4.5	4.5	4.4
2/12/2019 12:33:52 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:33:58 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:34:04 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:34:10 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:34:16 PM	4.4	4.4	3.9	4.4	4.4	4.4
2/12/2019 12:34:22 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:34:28 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:34:34 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:34:40 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:34:46 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:34:52 PM	4.0	4.0	3.9	4.0	4.0	4.0
2/12/2019 12:34:58 PM	5.8	5.4	4.0	5.8	5.8	5.6
2/12/2019 12:35:04 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:35:10 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:35:16 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:35:22 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:35:28 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:35:34 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:35:40 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:35:46 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:35:52 PM	4.0	4.0	3.8	4.0	4.0	4.0
2/12/2019 12:35:58 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:36:04 PM	5.8	5.5	4.3	5.8	5.8	5.6
2/12/2019 12:36:10 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:36:16 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:36:22 PM	5.1	4.2	3.9	5.1	5.1	4.6
2/12/2019 12:36:28 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:36:34 PM	4.1	4.1	3.8	4.1	4.1	4.1
2/12/2019 12:36:40 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:36:46 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:36:52 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:36:58 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:37:04 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:37:10 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:37:16 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:37:22 PM	3.6	3.6	3.6	3.6	3.6	3.6
2/12/2019 12:37:28 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:37:34 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:37:40 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:37:46 PM	4.1	4.1	4.0	4.1	4.1	4.1
2/12/2019 12:37:52 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:37:58 PM	4.2	4.2	4.0	4.2	4.2	4.2
2/12/2019 12:38:04 PM	4.7	4.5	3.9	4.7	4.7	4.6
2/12/2019 12:38:10 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:38:16 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:38:22 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:38:28 PM	4.4	4.3	3.9	4.4	4.4	4.3
2/12/2019 12:38:34 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:38:40 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:38:46 PM	4.2	4.2	4.1	4.2	4.2	4.2
2/12/2019 12:38:52 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:38:58 PM	4.2	4.2	4.1	4.2	4.2	4.2
2/12/2019 12:39:04 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:39:10 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:39:16 PM	4.9	4.6	4.0	4.9	4.9	4.7
2/12/2019 12:39:22 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:39:28 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:39:34 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:39:40 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:39:46 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:39:52 PM	4.6	4.6	4.2	4.6	4.6	4.6
2/12/2019 12:39:58 PM	4.2	4.2	4.1	4.2	4.2	4.2
2/12/2019 12:40:04 PM	4.3	4.3	4.2	4.3	4.3	4.3
2/12/2019 12:40:10 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:40:16 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:40:22 PM	4.0	4.0	3.9	4.0	4.0	4.0
2/12/2019 12:40:28 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:40:34 PM	4.8	4.6	4.0	4.8	4.8	4.7
2/12/2019 12:40:40 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:40:46 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:40:52 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:40:58 PM	4.8	4.8	4.1	4.8	4.8	4.8
2/12/2019 12:41:04 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:41:10 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:41:16 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:41:22 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:41:28 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:41:34 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:41:40 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:41:46 PM	4.7	4.7	4.2	4.7	4.7	4.7
2/12/2019 12:41:52 PM	4.1	4.1	4.0	4.1	4.1	4.1
2/12/2019 12:41:58 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:42:04 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:42:10 PM	4.1	4.1	4.0	4.1	4.1	4.1
2/12/2019 12:42:16 PM	4.0	4.0	3.9	4.0	4.0	4.0
2/12/2019 12:42:22 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:42:28 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:42:34 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:42:40 PM	4.9	4.7	4.2	4.9	4.9	4.8
2/12/2019 12:42:46 PM	4.2	4.2	4.0	4.2	4.2	4.2
2/12/2019 12:42:52 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:42:58 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:43:04 PM	4.7	4.7	4.2	4.7	4.7	4.7
2/12/2019 12:43:10 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:43:16 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:43:22 PM	4.6	4.5	4.1	4.6	4.6	4.6
2/12/2019 12:43:28 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:43:34 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:43:40 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:43:46 PM	6.3	5.2	4.2	6.3	6.3	5.7
2/12/2019 12:43:52 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:43:58 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:44:04 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:44:10 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:44:16 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:44:22 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:44:28 PM	5.2	5.1	4.2	5.2	5.2	5.1
2/12/2019 12:44:34 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:44:40 PM	4.6	4.6	4.6	4.6	4.6	4.6
2/12/2019 12:44:46 PM	5.6	4.7	4.1	5.6	5.6	5.1
2/12/2019 12:44:52 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:44:58 PM	4.4	4.4	4.1	4.4	4.4	4.4
2/12/2019 12:45:04 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:45:10 PM	4.8	4.8	4.5	4.8	4.8	4.8
2/12/2019 12:45:16 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:45:22 PM	4.4	4.4	4.2	4.4	4.4	4.4
2/12/2019 12:45:28 PM	3.7	3.7	3.7	3.7	3.7	3.7
2/12/2019 12:45:34 PM	5.5	5.3	4.6	5.5	5.5	5.4
2/12/2019 12:45:40 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:45:46 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:45:52 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:45:58 PM	4.3	4.3	4.2	4.3	4.3	4.3
2/12/2019 12:46:04 PM	4.4	4.4	4.1	4.4	4.4	4.4
2/12/2019 12:46:10 PM	4.1	4.1	4.0	4.1	4.1	4.1
2/12/2019 12:46:16 PM	12.5	5.2	4.5	12.9	10.9	5.7
2/12/2019 12:46:22 PM	4.5	4.5	4.4	4.5	4.5	4.5
2/12/2019 12:46:28 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:46:34 PM	4.8	4.7	4.2	4.8	4.8	4.8
2/12/2019 12:46:40 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:46:46 PM	4.4	4.4	4.3	4.4	4.4	4.4
2/12/2019 12:46:52 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:46:58 PM	4.7	4.7	4.4	4.7	4.7	4.7
2/12/2019 12:47:04 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:47:10 PM	7.4	6.1	4.1	7.4	7.4	6.7
2/12/2019 12:47:16 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:47:22 PM	5.8	5.5	4.4	5.8	5.8	5.6
2/12/2019 12:47:28 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:47:34 PM	4.6	4.6	4.3	4.6	4.6	4.5
2/12/2019 12:47:40 PM	4.6	4.6	4.5	4.6	4.6	4.6
2/12/2019 12:47:46 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:47:52 PM	4.6	4.6	4.4	4.6	4.6	4.6
2/12/2019 12:47:58 PM	5.0	4.9	4.1	5.0	5.0	4.9
2/12/2019 12:48:04 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:48:10 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:48:16 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:48:22 PM	4.7	4.7	4.2	4.7	4.7	4.7
2/12/2019 12:48:28 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:48:34 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:48:40 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:48:46 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:48:52 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:48:58 PM	6.5	4.7	4.2	6.5	6.4	5.1
2/12/2019 12:49:04 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:49:10 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:49:16 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:49:22 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:49:28 PM	5.3	4.5	4.1	5.3	5.3	4.8
2/12/2019 12:49:34 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:49:40 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:49:46 PM	4.8	4.7	4.3	4.8	4.8	4.8
2/12/2019 12:49:52 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:49:58 PM	4.5	4.5	4.4	4.5	4.5	4.5
2/12/2019 12:50:04 PM	4.3	4.3	4.1	4.3	4.3	4.3
2/12/2019 12:50:10 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:50:16 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:50:22 PM	4.4	4.4	4.2	4.4	4.4	4.4
2/12/2019 12:50:28 PM	4.4	4.4	4.2	4.4	4.4	4.4
2/12/2019 12:50:34 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:50:40 PM	4.7	4.7	4.4	4.7	4.7	4.7
2/12/2019 12:50:46 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:50:52 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:50:58 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:51:04 PM	4.2	4.2	4.0	4.2	4.2	4.2
2/12/2019 12:51:10 PM	4.6	4.6	4.3	4.6	4.6	4.6
2/12/2019 12:51:16 PM	4.5	4.5	4.3	4.5	4.5	4.5
2/12/2019 12:51:22 PM	3.9	3.9	3.9	3.9	3.9	3.9
2/12/2019 12:51:28 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:51:34 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:51:40 PM	5.8	5.4	4.7	5.8	5.8	5.6
2/12/2019 12:51:46 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:51:52 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:51:58 PM	4.0	4.0	3.9	4.0	4.0	4.0
2/12/2019 12:52:04 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:52:10 PM	3.8	3.8	3.8	3.8	3.8	3.8
2/12/2019 12:52:16 PM	4.6	4.6	4.3	4.6	4.6	4.6
2/12/2019 12:52:22 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:52:28 PM	4.5	4.5	4.2	4.5	4.5	4.5
2/12/2019 12:52:34 PM	6.0	5.7	4.6	6.0	6.0	5.8
2/12/2019 12:52:40 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:52:46 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:52:52 PM	4.5	4.5	4.4	4.5	4.5	4.5
2/12/2019 12:52:58 PM	8.9	5.0	4.7	8.9	8.6	5.7
2/12/2019 12:53:04 PM	5.5	5.4	4.5	5.5	5.5	5.5
2/12/2019 12:53:10 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:53:16 PM	4.1	4.1	4.0	4.1	4.1	4.1
2/12/2019 12:53:22 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:53:28 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:53:34 PM	7.7	4.6	4.2	7.7	7.4	5.0
2/12/2019 12:53:40 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:53:46 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:53:52 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:53:58 PM	4.6	4.6	4.6	4.6	4.6	4.6
2/12/2019 12:54:04 PM	4.7	4.7	4.4	4.7	4.7	4.7
2/12/2019 12:54:10 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:54:16 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:54:22 PM	4.6	4.6	4.4	4.6	4.6	4.6
2/12/2019 12:54:28 PM	4.9	4.7	4.2	4.9	4.9	4.8
2/12/2019 12:54:34 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:54:40 PM	4.9	4.8	4.4	4.9	4.9	4.9
2/12/2019 12:54:46 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:54:52 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:54:58 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:55:04 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:55:10 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:55:16 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:55:22 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:55:28 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:55:34 PM	4.6	4.6	4.5	4.6	4.6	4.6
2/12/2019 12:55:40 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:55:46 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:55:52 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:55:58 PM	5.6	5.2	4.6	5.6	5.6	5.4
2/12/2019 12:56:04 PM	4.5	4.5	4.2	4.5	4.5	4.5
2/12/2019 12:56:10 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:56:16 PM	4.0	4.0	4.0	4.0	4.0	4.0
2/12/2019 12:56:22 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:56:28 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:56:34 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:56:40 PM	4.8	4.8	4.8	4.8	4.8	4.8
2/12/2019 12:56:46 PM	5.6	5.3	4.2	5.6	5.6	5.4
2/12/2019 12:56:52 PM	4.4	4.4	4.3	4.4	4.4	4.4
2/12/2019 12:56:58 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:57:04 PM	4.6	4.6	4.6	4.6	4.6	4.6
2/12/2019 12:57:10 PM	4.5	4.5	4.4	4.5	4.5	4.5
2/12/2019 12:57:16 PM	6.4	4.6	4.2	6.4	6.4	5.1
2/12/2019 12:57:22 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:57:28 PM	5.1	4.8	4.2	5.1	5.1	5.0
2/12/2019 12:57:34 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:57:40 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:57:46 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:57:52 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:57:58 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:58:04 PM	4.1	4.1	3.9	4.1	4.1	4.1
2/12/2019 12:58:10 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:58:16 PM	4.1	4.1	4.1	4.1	4.1	4.1
2/12/2019 12:58:22 PM	4.5	4.5	4.5	4.5	4.5	4.5
2/12/2019 12:58:28 PM	4.4	4.4	4.3	4.4	4.4	4.4
2/12/2019 12:58:34 PM	5.1	5.0	4.2	5.1	5.1	5.0
2/12/2019 12:58:40 PM	4.5	4.5	4.3	4.5	4.5	4.5
2/12/2019 12:58:46 PM	4.7	4.7	4.2	4.7	4.7	4.7
2/12/2019 12:58:52 PM	4.6	4.6	4.4	4.6	4.6	4.6
2/12/2019 12:58:58 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:59:04 PM	4.9	4.8	4.4	4.9	4.9	4.9
2/12/2019 12:59:10 PM	4.4	4.4	4.4	4.4	4.4	4.4
2/12/2019 12:59:16 PM	4.7	4.7	4.4	4.7	4.7	4.7
2/12/2019 12:59:22 PM	4.3	4.3	4.3	4.3	4.3	4.3
2/12/2019 12:59:28 PM	4.2	4.2	4.2	4.2	4.2	4.2
2/12/2019 12:59:34 PM	4.4	4.4	4.1	4.4	4.4	4.4
2/12/2019 12:59:40 PM	4.4	4.4	4.2	4.4	4.4	4.4
2/12/2019 12:59:46 PM	5.3	5.2	4.5	5.3	5.3	5.2
2/12/2019 12:59:52 PM	4.2	4.2	4.2	4.2	4.2	4.2
