Title: autostart_1
Comment: 

Start at: 4/8/2019 - 8:00:36 PM
Duration: 25:02:20
Moving Average: 120 s
Mean PM tot.: NaN
Operator: User

Limits: 
no limits set

Comments: 
no comments available

Notifications: 
no notifications recorded

timestamp	PM 1	PM 2.5	PM 4	PM 10	PM tot.	dCn	Latitude	Longitude	timestamp	temperature [°C]	rel. humidity [%]	ambient pressure [hPa]
4/9/2019 - 4:10:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:05:47 AM	30.59	13.60	988.64
4/9/2019 - 4:11:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:05:52 AM	30.59	13.60	988.64
4/9/2019 - 4:11:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:05:57 AM	30.61	13.60	988.64
4/9/2019 - 4:11:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:02 AM	30.61	13.60	988.64
4/9/2019 - 4:11:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:07 AM	-273.15	13.60	988.64
4/9/2019 - 4:11:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:12 AM	-273.15	13.60	988.64
4/9/2019 - 4:11:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:17 AM	-273.15	13.60	988.64
4/9/2019 - 4:12:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:22 AM	-273.15	13.60	988.64
4/9/2019 - 4:12:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:27 AM	-273.15	13.60	988.64
4/9/2019 - 4:12:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:32 AM	-273.15	13.60	988.64
4/9/2019 - 4:12:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:37 AM	-273.15	13.60	988.64
4/9/2019 - 4:12:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:42 AM	-273.15	0.00	700.00
4/9/2019 - 4:12:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:47 AM	30.59	13.67	700.00
4/9/2019 - 4:13:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:52 AM	30.59	13.70	988.64
4/9/2019 - 4:13:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:06:57 AM	30.56	13.70	988.64
4/9/2019 - 4:13:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:02 AM	30.56	13.70	988.64
4/9/2019 - 4:13:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:07 AM	30.56	13.70	988.64
4/9/2019 - 4:13:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:12 AM	30.56	13.67	988.52
4/9/2019 - 4:13:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:17 AM	30.56	13.67	988.64
4/9/2019 - 4:14:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:22 AM	30.56	13.67	988.64
4/9/2019 - 4:14:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:27 AM	30.56	13.70	988.64
4/9/2019 - 4:14:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:32 AM	30.56	13.70	988.52
4/9/2019 - 4:14:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:37 AM	30.56	13.70	988.77
4/9/2019 - 4:14:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:42 AM	31.01	24.65	988.64
4/9/2019 - 4:14:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:47 AM	30.80	24.93	988.64
4/9/2019 - 4:15:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:52 AM	30.59	25.16	988.64
4/9/2019 - 4:15:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:07:57 AM	30.59	25.16	988.52
4/9/2019 - 4:15:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:01 AM	30.59	25.22	988.52
4/9/2019 - 4:15:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:07 AM	30.59	25.22	988.52
4/9/2019 - 4:15:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:11 AM	30.59	25.22	988.52
4/9/2019 - 4:15:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:16 AM	30.59	25.22	988.52
4/9/2019 - 4:16:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:21 AM	30.59	25.19	700.00
4/9/2019 - 4:16:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:26 AM	30.59	25.19	988.52
4/9/2019 - 4:16:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:31 AM	30.59	25.25	988.64
4/9/2019 - 4:16:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:36 AM	30.59	25.25	988.52
4/9/2019 - 4:16:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:41 AM	30.59	25.25	988.64
4/9/2019 - 4:16:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:46 AM	30.59	25.27	988.52
4/9/2019 - 4:17:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:51 AM	30.59	25.27	988.64
4/9/2019 - 4:17:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:08:56 AM	30.59	25.25	988.52
4/9/2019 - 4:17:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:01 AM	30.59	25.25	988.64
4/9/2019 - 4:17:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:06 AM	30.59	25.27	988.52
4/9/2019 - 4:17:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:11 AM	30.59	25.27	988.64
4/9/2019 - 4:17:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:16 AM	30.59	25.25	988.64
4/9/2019 - 4:18:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:21 AM	30.59	25.25	988.52
4/9/2019 - 4:18:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:26 AM	30.59	25.25	988.52
4/9/2019 - 4:18:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:31 AM	30.59	25.25	988.64
4/9/2019 - 4:18:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:36 AM	30.59	25.25	988.52
4/9/2019 - 4:18:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:41 AM	30.59	25.30	988.77
4/9/2019 - 4:18:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:46 AM	30.59	25.30	988.52
4/9/2019 - 4:19:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:51 AM	30.59	25.29	988.64
4/9/2019 - 4:19:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:09:56 AM	30.59	25.29	988.52
4/9/2019 - 4:19:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:01 AM	30.59	25.31	988.64
4/9/2019 - 4:19:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:06 AM	30.59	25.31	988.64
4/9/2019 - 4:19:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:11 AM	30.59	25.32	988.64
4/9/2019 - 4:19:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:16 AM	30.59	25.32	988.64
4/9/2019 - 4:20:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:21 AM	30.59	25.35	988.52
4/9/2019 - 4:20:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:27 AM	30.59	25.35	988.64
4/9/2019 - 4:20:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:31 AM	30.59	25.38	988.64
4/9/2019 - 4:20:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:36 AM	30.59	25.38	988.52
4/9/2019 - 4:20:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:41 AM	30.59	25.38	988.64
4/9/2019 - 4:20:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:47 AM	30.59	25.38	988.64
4/9/2019 - 4:21:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:52 AM	30.59	25.38	988.52
4/9/2019 - 4:21:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:10:57 AM	30.59	25.39	988.64
4/9/2019 - 4:21:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:02 AM	30.59	25.39	988.64
4/9/2019 - 4:21:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:07 AM	30.59	25.40	988.52
4/9/2019 - 4:21:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:12 AM	30.59	25.40	988.64
4/9/2019 - 4:21:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:17 AM	30.59	25.45	988.64
4/9/2019 - 4:22:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:22 AM	30.59	25.45	988.64
4/9/2019 - 4:22:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:27 AM	30.59	25.43	988.52
4/9/2019 - 4:22:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:32 AM	30.59	25.43	988.52
4/9/2019 - 4:22:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:37 AM	30.59	25.43	988.52
4/9/2019 - 4:22:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:42 AM	30.59	25.43	988.52
4/9/2019 - 4:22:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:47 AM	-273.15	13.89	988.40
4/9/2019 - 4:23:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:52 AM	-273.15	13.89	988.40
4/9/2019 - 4:23:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:11:57 AM	-273.15	13.89	988.40
4/9/2019 - 4:23:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:02 AM	-273.15	13.89	988.40
4/9/2019 - 4:23:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:07 AM	-273.15	13.89	988.40
4/9/2019 - 4:23:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:12 AM	-273.15	13.89	988.40
4/9/2019 - 4:23:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:17 AM	-273.15	13.89	988.40
4/9/2019 - 4:24:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:22 AM	-273.15	13.89	988.40
4/9/2019 - 4:24:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:27 AM	-273.15	0.00	700.00
4/9/2019 - 4:24:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:32 AM	-273.15	0.00	700.00
4/9/2019 - 4:24:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:37 AM	30.56	13.93	700.00
4/9/2019 - 4:24:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:42 AM	30.52	13.95	988.52
4/9/2019 - 4:24:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:47 AM	30.47	13.95	988.52
4/9/2019 - 4:25:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:52 AM	30.47	13.96	988.64
4/9/2019 - 4:25:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:12:57 AM	30.47	13.96	988.64
4/9/2019 - 4:25:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:02 AM	30.47	13.96	988.64
4/9/2019 - 4:25:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:07 AM	30.47	13.96	988.52
4/9/2019 - 4:25:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:12 AM	30.47	13.96	988.64
4/9/2019 - 4:25:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:17 AM	30.47	13.96	988.52
4/9/2019 - 4:26:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:22 AM	30.47	13.96	988.64
4/9/2019 - 4:26:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:27 AM	30.47	13.98	988.52
4/9/2019 - 4:26:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:32 AM	30.56	25.66	988.52
4/9/2019 - 4:26:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:37 AM	30.52	25.72	988.52
4/9/2019 - 4:26:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:42 AM	30.47	25.73	988.64
4/9/2019 - 4:26:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:46 AM	30.47	25.73	988.52
4/9/2019 - 4:27:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:52 AM	30.47	25.73	988.64
4/9/2019 - 4:27:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:13:56 AM	30.47	25.73	988.52
4/9/2019 - 4:27:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:01 AM	30.47	25.79	988.64
4/9/2019 - 4:27:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:06 AM	30.47	25.79	988.52
4/9/2019 - 4:27:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:11 AM	30.47	25.79	988.64
4/9/2019 - 4:27:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:16 AM	30.47	25.79	988.64
4/9/2019 - 4:28:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:21 AM	30.47	25.79	988.52
4/9/2019 - 4:28:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:26 AM	30.47	25.84	988.77
4/9/2019 - 4:28:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:31 AM	30.65	25.60	988.64
4/9/2019 - 4:28:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:36 AM	30.83	25.33	988.52
4/9/2019 - 4:28:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:41 AM	30.92	25.21	988.64
4/9/2019 - 4:28:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:46 AM	30.92	25.20	988.64
4/9/2019 - 4:29:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:51 AM	30.92	25.20	988.64
4/9/2019 - 4:29:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:14:56 AM	30.92	25.23	988.64
4/9/2019 - 4:29:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:01 AM	30.92	25.23	988.64
4/9/2019 - 4:29:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:06 AM	30.92	25.28	988.52
4/9/2019 - 4:29:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:11 AM	30.92	25.28	988.64
4/9/2019 - 4:29:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:16 AM	30.92	25.28	988.64
4/9/2019 - 4:30:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:21 AM	-273.15	14.05	988.52
4/9/2019 - 4:30:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:26 AM	-273.15	14.05	988.52
4/9/2019 - 4:30:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:31 AM	-273.15	14.05	988.52
4/9/2019 - 4:30:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:37 AM	-273.15	14.05	988.52
4/9/2019 - 4:30:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:41 AM	-273.15	14.05	988.52
4/9/2019 - 4:30:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:47 AM	-273.15	14.05	988.52
4/9/2019 - 4:31:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:52 AM	-273.15	14.05	988.52
4/9/2019 - 4:31:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:15:57 AM	-273.15	0.00	700.00
4/9/2019 - 4:31:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:02 AM	-273.15	0.00	700.00
4/9/2019 - 4:31:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:07 AM	-273.15	14.08	988.64
4/9/2019 - 4:31:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:12 AM	30.45	14.08	988.52
4/9/2019 - 4:31:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:17 AM	30.41	14.08	988.64
4/9/2019 - 4:32:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:22 AM	30.38	14.12	988.64
4/9/2019 - 4:32:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:27 AM	30.38	14.12	988.64
4/9/2019 - 4:32:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:32 AM	30.38	14.08	988.52
4/9/2019 - 4:32:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:37 AM	30.38	14.08	988.64
4/9/2019 - 4:32:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:42 AM	30.38	14.06	988.52
4/9/2019 - 4:32:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:47 AM	30.38	14.06	988.64
4/9/2019 - 4:33:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:52 AM	30.41	14.06	988.64
4/9/2019 - 4:33:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:16:57 AM	30.41	14.08	988.64
4/9/2019 - 4:33:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:02 AM	30.41	14.08	988.64
4/9/2019 - 4:33:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:07 AM	30.71	25.61	988.77
4/9/2019 - 4:33:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:12 AM	30.51	25.89	988.64
4/9/2019 - 4:33:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:17 AM	30.41	26.03	988.64
4/9/2019 - 4:34:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:22 AM	30.41	26.03	988.64
4/9/2019 - 4:34:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:27 AM	30.41	25.98	988.64
4/9/2019 - 4:34:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:32 AM	30.41	25.98	988.64
4/9/2019 - 4:34:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:37 AM	30.41	26.00	988.64
4/9/2019 - 4:34:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:42 AM	30.41	26.00	988.64
4/9/2019 - 4:34:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:47 AM	30.41	26.02	988.64
4/9/2019 - 4:35:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:52 AM	30.41	26.02	988.64
4/9/2019 - 4:35:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:17:57 AM	-273.15	14.10	988.64
4/9/2019 - 4:35:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:02 AM	-273.15	14.10	988.64
4/9/2019 - 4:35:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:07 AM	-273.15	14.10	988.64
4/9/2019 - 4:35:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:12 AM	-273.15	14.10	988.64
4/9/2019 - 4:35:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:17 AM	-273.15	14.10	988.64
4/9/2019 - 4:36:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:22 AM	-273.15	14.10	988.64
4/9/2019 - 4:36:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:27 AM	-273.15	0.00	700.00
4/9/2019 - 4:36:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:32 AM	30.41	14.12	988.64
4/9/2019 - 4:36:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:37 AM	30.41	14.13	988.64
4/9/2019 - 4:36:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:42 AM	30.41	14.13	988.64
4/9/2019 - 4:36:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:47 AM	30.34	14.13	988.64
4/9/2019 - 4:37:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:52 AM	30.32	14.13	988.52
4/9/2019 - 4:37:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:18:57 AM	30.32	14.08	988.52
4/9/2019 - 4:37:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:19:02 AM	30.32	14.08	988.52
4/9/2019 - 4:37:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:19:07 AM	30.32	14.08	988.64
4/9/2019 - 4:37:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:19:12 AM	30.32	14.08	988.64
4/9/2019 - 4:37:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 6:19:17 AM	30.34	14.08	988.52
